test_id,object_id,noise_sigma,init_x,init_y,final_reward,num_steps
400,54,0.05,0.17101058594844099,0.028003083039818466,0.0,1
401,18,0.05,-0.10108399929282985,-0.30135005428746386,1.0,1
402,4,0.05,0.18265721486048359,-0.19120529861562946,0.0,1
403,47,0.01,0.01320494341237105,0.27145108970674947,1.0,1
404,11,0.1,0.11540601333489986,0.2911408875075713,0.0,1
405,37,0.05,0.2617037031529912,-0.2565086597802873,0.0,1
406,53,0.1,-0.038523663127706165,0.06137137137804166,0.0,1
407,5,0.01,-0.34868908615469296,-0.23903572324849984,1.0,1
408,60,0.05,-0.05204420923461123,0.3952203895656563,0.0,1
409,19,0.01,-0.2018495902909644,-0.2160493523948425,0.0,1
410,32,0.1,-0.3942164756321729,-0.17477111973358017,0.0,1
411,69,0.01,-0.3921549975283234,0.13231704495468966,1.0,1
412,75,0.01,0.20800171201063022,-0.30993426795623624,1.0,1
413,17,0.05,-0.03272808929209542,-0.2891425055917236,1.0,1
414,13,0.1,-0.2073396618632459,-0.39209824947363353,0.0,1
415,12,0.01,-0.19764634828298908,0.19175309799647167,1.0,1
416,50,0.05,0.36845055915676184,-0.18613050968384626,0.0,1
417,78,0.01,-0.34311485203215786,-0.3724371220386477,1.0,1
