[84, array([ 0.4701, -0.0264]), array([ 0.4688, -0.0281]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02632857]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02632857]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02632857]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02618095]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02618095]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02603333]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02603333]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02588571]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02588571]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688   , -0.0257381]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381, -0.0257381]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619, -0.0257381]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.0257381 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.0257381 ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719   , -0.0257381]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02559048]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02559048]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02544286]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02544286]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02529524]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02529524]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688    , -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381 , -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619 , -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.02514762]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719    , -0.02514762]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4688, -0.025 ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46894762, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46909524, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46924286, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46939048, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4695381, -0.025    ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46968571, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46983333, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.46998095, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47012857, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47027619, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47042381, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47057143, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47071905, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47086667, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47101429, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4711619, -0.025    ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47130952, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47145714, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47160476, -0.025     ]), 0.7854, 1.0]
[84, array([ 0.4701, -0.0264]), array([ 0.47175238, -0.025     ]), 0.7854, 0.0]
[84, array([ 0.4701, -0.0264]), array([ 0.4719, -0.025 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906 , -0.00315]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619, -0.00315  ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381, -0.00315  ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00315   ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938 , -0.00315]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00299762]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00284524]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00269286]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00269286]), 0.7854, 1.0]
