[84, array([ 0.4701, -0.0264]), array([ 0.4688, -0.0281]), 0.7854, 0.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05295238]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05280476]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05265714]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05250952]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281   , -0.0523619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381, -0.0523619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619, -0.0523619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.0523619 ]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312   , -0.0523619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05221429]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05206667]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05191905]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05177143]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05162381]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05147619]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05132857]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52913333, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52928095, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52942857, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52957619, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52972381, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52987143, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53001905, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53016667, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53031429, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5304619 , -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53060952, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53075714, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53090476, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.53105238, -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5312    , -0.05118095]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5281    , -0.05103333]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52824762, -0.05103333]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52839524, -0.05103333]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52854286, -0.05103333]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52869048, -0.05103333]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.5288381 , -0.05103333]), 0.7854, 1.0]
[6, array([ 0.5334, -0.0476]), array([ 0.52898571, -0.05103333]), 0.7854, 1.0]
